taxa_clean,wm_shell_on_g,dm_g,keep_data
Arthritica - flesh,0.2528,0.0034,TRUE
Arthritica - flesh,0.1721,0.002,TRUE
Arthritica - flesh,0.3402,0.0049,FALSE
Arthritica - flesh,0.0674,0.0017,FALSE
Arthritica - flesh,0.0994,0.0014,TRUE
Arthritica - flesh,0.0889,0.001,FALSE
Arthritica - flesh,0.0802,0.0013,TRUE
