taxa_clean,n,mean_afdm_wm,lower_ci_mean_afdm_wm,upper_ci_mean_afdm_wm,sd_afdm_wm,geom_mean,min_afdm_wm,median_afdm_wm,max_afdm_wm,range_wm
Arthritica,14,0.18167496752156173,0.10681839869078046,0.256531536352343,0.12964807320100497,0.1421293056172123,0.02843601895734597,0.13100371048799964,0.4761904761904762,0.002-0.303
Capitella,18,0.1420786114683437,0.0957244161712971,0.1884328067653903,0.09321392687217163,0.12375945832442953,0.05454545454545454,0.12402717162322227,0.42424242424242425,0.003-0.337
Hydrobiidae,12,0.26280976970942516,0.17198570351321107,0.3536338359056392,0.1429468040532286,0.226565735860957,0.060606060606060594,0.25996732026143793,0.6265664160401003,0.008-0.397
Salinator,21,0.16706118762942737,0.11985409764588212,0.21426827761297262,0.10370750430537892,0.12467286233401406,0.0015006713529736987,0.1283725176900251,0.4545454545454546,0.004-12.661
Simplisetia,17,0.11670268025944426,0.10087393502546317,0.13253142549342536,0.030786086786362923,0.11322921143093168,0.08205004812319537,0.10542191388281427,0.18218623481781376,0.011-2.419
