taxa_clean,wm_g,dm_g,keep_data
Arthritica,0.2852,0.1318,TRUE
Arthritica,0.3074,0.1432,TRUE
Arthritica,0.2189,0.1036,TRUE
Arthritica,0.0314,0.0143,TRUE
Arthritica,0.1721,0.0947,TRUE
Arthritica,0.2334,0.1485,TRUE
Arthritica,0.0785,0.0427,TRUE
Arthritica,0.2386,0.1475,TRUE
Arthritica,0.1755,0.1013,TRUE
Arthritica,0.2114,0.1117,TRUE
Arthritica,0.5179,0.37,TRUE
Arthritica,0.6561,0.4232,TRUE
Arthritica,0.7126,0.4683,TRUE
Arthritica,0.5305,0.3562,TRUE
Arthritica,0.0079,0.0035,TRUE
Arthritica,0.0092,0.0045,TRUE
Arthritica,0.0028,0.0018,FALSE
Arthritica,0.0139,0.0074,TRUE
Arthritica,0.0041,0.0015,FALSE
Arthritica,0.7515,0.4624,TRUE
Arthritica,0.7644,0.4482,TRUE
Arthritica,0.0934,0.0547,TRUE
Arthritica,0.4675,0.333,TRUE
Arthritica,1.1602,0.6323,TRUE
Arthritica,0.014,0.0073,TRUE
Arthritica,0.0027,0.0018,FALSE
Arthritica,0.9538,0.5156,TRUE
Arthritica,1.4285,0.7166,FALSE
Arthritica,1.1668,0.6214,TRUE
Arthritica,1.2278,0.7128,TRUE
Arthritica,0.754,0.3864,TRUE
Arthritica,0.0585,0.0274,TRUE
Arthritica,0.1496,0.0674,TRUE
Arthritica,0.0014,0.001,FALSE
Arthritica,0.0356,0.0147,TRUE
Arthritica,0.2549,0.1359,TRUE
Arthritica,0.3251,0.1657,TRUE
Arthritica,0.3168,0.1599,TRUE
Arthritica,1.5387,0.8532,TRUE
Arthritica,1.0025,0.5345,TRUE
Arthritica,0.1283,0.0636,TRUE
Arthritica,0.1581,0.0806,TRUE
Arthritica,0.1455,0.0705,TRUE
Arthritica,0.1218,0.0686,TRUE
Arthritica,0.1459,0.0773,TRUE
Arthritica,0.9829,0.6414,FALSE
Arthritica,1.0893,0.6427,TRUE
Arthritica,1.0022,0.6456,FALSE
Arthritica,1.5499,0.9388,FALSE
Arthritica,1.1854,0.7066,TRUE
Arthritica,0.1368,0.0839,TRUE
Arthritica,0.0912,0.0581,TRUE
Arthritica,0.1311,0.0898,TRUE
Arthritica,0.0997,0.0603,TRUE
Arthritica,0.0753,0.0466,TRUE
Arthritica,0.5922,0.2895,TRUE
Arthritica,0.5206,0.2495,TRUE
Arthritica,0.5306,0.2817,TRUE
Arthritica,0.1728,0.0907,TRUE
Arthritica,0.1285,0.0711,TRUE
Arthritica,0.0284,0.0146,TRUE
Arthritica,0.0212,0.0107,TRUE
Arthritica,0.0158,0.007,TRUE
Arthritica,0.0162,0.0086,TRUE
Arthritica,0.0263,0.0135,TRUE
Arthritica,0.69,0.4485,TRUE
Arthritica,1.0733,0.619,TRUE
Arthritica,0.8912,0.4997,TRUE
Arthritica,1.0288,0.5783,TRUE
Arthritica,0.6867,0.4435,TRUE
Arthritica,0.1086,0.0544,TRUE
Arthritica,0.0861,0.0435,TRUE
Arthritica,0.0488,0.0257,TRUE
Arthritica,0.0726,0.0369,TRUE
Arthritica,0.1265,0.0602,TRUE
Arthritica,0.0037,0.0031,FALSE
Arthritica,0.0589,0.0343,TRUE
Arthritica,0.0541,0.0271,TRUE
Arthritica,0.0116,0.0064,TRUE
Arthritica,0.0065,0.0038,TRUE
Arthritica,0.0555,0.019,TRUE
Arthritica,0.0457,0.0218,TRUE
Arthritica,0.0457,0.0218,TRUE
Arthritica,0.2041,0.1117,TRUE
Arthritica,0.0939,0.0493,TRUE
Arthritica,0.1607,0.0838,TRUE
Arthritica,0.23,0.1182,TRUE
Arthritica,0.0067,0.0017,FALSE
Arthritica,0.0483,0.0214,TRUE
Arthritica,0.0501,0.0252,TRUE
Arthritica,0.0118,0.0075,TRUE
Arthritica,0.0107,0.0056,TRUE
Arthritica,0.0226,0.0103,TRUE
Arthritica,0.051,0.0227,TRUE
Arthritica,0.1053,0.0478,TRUE
Arthritica,0.1213,0.0581,TRUE
Arthritica,0.0163,0.0093,TRUE
Arthritica,0.0259,0.0151,TRUE
Arthritica,0.0593,0.0277,TRUE
Arthritica,0.0547,0.0364,TRUE
Arthritica,0.1176,0.0536,TRUE
Arthritica,0.2643,0.1368,TRUE
Arthritica,0.0134,0.0064,TRUE
Arthritica,0.0273,0.0056,TRUE
Arthritica,0.0069,0.0032,TRUE
Arthritica,0.0272,0.015,TRUE
Arthritica,0.0593,0.0282,TRUE
Arthritica,0.017,0.0084,TRUE
Arthritica,0.0253,0.0127,TRUE
Arthritica,0.0198,0.0108,TRUE
Arthritica,0.0111,0.0047,TRUE
Arthritica,0.033,0.0156,TRUE
Arthritica,0.0134,0.0083,TRUE
Arthritica,0.0583,0.0077,TRUE
Arthritica,0.0034,0.001,FALSE
Arthritica,0.0049,0.0016,FALSE
Arthritica,0.0074,0.0047,TRUE
Arthritica,0.127,0.0709,TRUE
Arthritica,0.0351,0.0198,TRUE
Arthritica,0.0583,0.0202,TRUE
Arthritica,0.0389,0.0188,TRUE
Arthritica,0.035,0.0161,TRUE
Arthritica,0.0148,0.0097,TRUE
Arthritica,0.0422,0.0216,TRUE
Arthritica,0.0062,0.0037,TRUE
Arthritica,0.0151,0.0072,TRUE
Arthritica,0.0919,0.0446,TRUE
Arthritica,0.4066,0.1869,TRUE
Arthritica,0.01,0.0037,TRUE
Arthritica,0.0628,0.0312,TRUE
Arthritica,0.1254,0.0597,TRUE
Arthritica,0.0102,0.0051,TRUE
Arthritica,0.0173,0.0084,TRUE
Arthritica,0.0187,0.0099,TRUE
Arthritica,0.0073,0.0029,TRUE
Arthritica,0.012,0.0023,TRUE
Arthritica,0.0068,0.0027,TRUE
Arthritica,0.0047,0.002,TRUE
Arthritica,0.0088,0.0049,TRUE
Arthritica,0.031,0.0121,TRUE
Arthritica,0.0033,0.0019,FALSE
Arthritica,0.0323,0.0159,TRUE
Arthritica,0.0357,0.0201,TRUE
Arthritica,0.0315,0.0117,TRUE
Arthritica,0.4821,0.3165,TRUE
Arthritica,0.3492,0.2169,TRUE
Arthritica,0.0231,0.01,TRUE
Arthritica,0.0068,0.0028,TRUE
Arthritica,0.0047,0.0019,TRUE
Arthritica,0.0365,0.0164,TRUE
Arthritica,0.0139,0.0045,TRUE
Arthritica,0.0171,0.0081,TRUE
Arthritica,0.111,0.0589,TRUE
Arthritica,0.1317,0.0824,TRUE
Arthritica,0.0567,0.0166,TRUE
Arthritica,0.7438,0.4024,TRUE
Arthritica,0.3265,0.1386,TRUE
Arthritica,0.2939,0.1427,TRUE
Arthritica,0.465,0.2282,TRUE
Arthritica,0.5376,0.3086,TRUE
Arthritica,0.2183,0.0934,TRUE
Arthritica,1.0918,0.5836,TRUE
Arthritica,1.502,0.9079,FALSE
Arthritica,1.1694,0.6745,TRUE
Arthritica,1.4509,0.8371,TRUE
Arthritica,2.1345,1.1351,FALSE
Arthritica,0.234,0.1128,TRUE
Arthritica,0.5661,0.3031,TRUE
Arthritica,0.3827,0.2175,TRUE
Arthritica,0.1348,0.0739,TRUE
Arthritica,0.183,0.0872,TRUE
Arthritica,0.0846,0.0468,TRUE
Arthritica,0.138,0.0772,TRUE
Arthritica,0.932,0.4694,TRUE
Arthritica,0.6316,0.3483,TRUE
Arthritica,0.435,0.2154,TRUE
Arthritica,0.1335,0.0802,TRUE
Arthritica,0.5538,0.2555,TRUE
Arthritica,0.1442,0.0735,TRUE
Arthritica,0.3224,0.1544,TRUE
Arthritica,0.0974,0.0371,TRUE
Arthritica,0.039,0.0194,TRUE
Arthritica,0.1189,0.0695,TRUE
Arthritica,0.0468,0.0194,TRUE
Arthritica,0.2452,0.1307,TRUE
Arthritica,0.0535,0.0261,TRUE
Arthritica,0.0486,0.0214,TRUE
Arthritica,0.2215,0.1039,TRUE
Arthritica,0.418,0.2092,TRUE
Arthritica,0.2872,0.1384,TRUE
Arthritica,0.417,0.2538,TRUE
Arthritica,0.053900000000000003,0.0405,TRUE
Arthritica,0.0987,0.0562,TRUE
Arthritica,0.0169,0.0108,TRUE
Arthritica,0.7684,0.3984,TRUE
Arthritica,0.3213,0.1579,TRUE
Arthritica,0.0299,0.0128,TRUE
Arthritica,0.295,0.1228,TRUE
Arthritica,0.441,0.2449,TRUE
Arthritica,0.4874,0.2144,TRUE
Arthritica,0.4124,0.2053,TRUE
Arthritica,0.7108,0.3218,TRUE
Arthritica,0.2062,0.097,TRUE
Arthritica,0.1558,0.0993,TRUE
Arthritica,0.2995,0.1472,TRUE
Arthritica,0.3442,0.1511,TRUE
Arthritica,0.3733,0.231,TRUE
Arthritica,0.1444,0.0873,TRUE
Arthritica,0.0596,0.0367,TRUE
Arthritica,0.2817,0.1406,TRUE
Arthritica,0.6514,0.3123,TRUE
Arthritica,1.3769,0.6252,FALSE
Arthritica,0.602,0.2907,TRUE
Arthritica,0.6105,0.296,TRUE
Hydrobiidae,0.8027,0.4704,FALSE
Hydrobiidae,0.5597,0.3114,TRUE
Hydrobiidae,0.6787,0.3948,TRUE
Hydrobiidae,0.2944,0.1738,TRUE
Hydrobiidae,0.4679,0.2754,TRUE
Hydrobiidae,0.2494,0.1541,TRUE
Hydrobiidae,0.5605,0.3522,FALSE
Hydrobiidae,0.4483,0.2702,TRUE
Hydrobiidae,0.6215,0.381,FALSE
Hydrobiidae,0.6955,0.4177,FALSE
Hydrobiidae,0.5722,0.3674,FALSE
Hydrobiidae,0.0537,0.0347,TRUE
Hydrobiidae,0.0429,0.0268,TRUE
Hydrobiidae,0.316,0.1891,TRUE
Hydrobiidae,0.1583,0.095,TRUE
Hydrobiidae,0.0866,0.0514,TRUE
Hydrobiidae,0.0754,0.047,TRUE
Hydrobiidae,0.109,0.0667,TRUE
Hydrobiidae,0.7296,0.4515,FALSE
Hydrobiidae,0.1416,0.0698,TRUE
Hydrobiidae,0.0549,0.0297,TRUE
Hydrobiidae,0.0756,0.0378,TRUE
Hydrobiidae,0.0657,0.0293,TRUE
Hydrobiidae,0.0532,0.0288,TRUE
Hydrobiidae,0.1476,0.0691,TRUE
Hydrobiidae,0.0823,0.0369,TRUE
Hydrobiidae,0.1436,0.0768,TRUE
Hydrobiidae,0.0839,0.0433,TRUE
Hydrobiidae,0.0968,0.0503,TRUE
Hydrobiidae,0.0391,0.0223,TRUE
Hydrobiidae,0.0371,0.0198,TRUE
Hydrobiidae,0.1873,0.0927,TRUE
Hydrobiidae,0.1037,0.0528,TRUE
Hydrobiidae,0.0046,0.0023,TRUE
Hydrobiidae,0.0705,0.032,TRUE
Hydrobiidae,0.0217,0.0071,TRUE
Hydrobiidae,0.0041,0.0021,TRUE
Hydrobiidae,0.0983,0.0557,TRUE
Hydrobiidae,0.3561,0.2098,TRUE
Hydrobiidae,0.6041,0.35,TRUE
Hydrobiidae,0.5981,0.3481,TRUE
Hydrobiidae,0.5434,0.3104,TRUE
Hydrobiidae,0.0188,0.0105,TRUE
Hydrobiidae,0.023,0.0142,TRUE
Hydrobiidae,0.1181,0.0692,TRUE
Hydrobiidae,0.3054,0.1774,TRUE
Hydrobiidae,0.3789,0.2128,TRUE
Hydrobiidae,0.0215,0.0127,TRUE
Hydrobiidae,0.0141,0.0071,TRUE
Hydrobiidae,0.0055,0.0032,TRUE
Hydrobiidae,0.0273,0.0174,TRUE
Hydrobiidae,0.0632,0.0312,TRUE
Hydrobiidae,0.0154,0.0074,TRUE
Hydrobiidae,0.0327,0.0156,TRUE
Hydrobiidae,0.0422,0.018,TRUE
Hydrobiidae,0.0824,0.0386,TRUE
Hydrobiidae,0.0297,0.0174,TRUE
Hydrobiidae,0.4207,0.2781,TRUE
Hydrobiidae,0.1383,0.0778,TRUE
Hydrobiidae,0.1477,0.0782,TRUE
Hydrobiidae,0.0205,0.0092,TRUE
Hydrobiidae,0.0026,0.001,FALSE
Hydrobiidae,0.0433,0.0197,TRUE
Hydrobiidae,0.0044,0.0014,FALSE
Hydrobiidae,0.0409,0.0247,TRUE
Hydrobiidae,0.0937,0.0558,TRUE
Hydrobiidae,0.0318,0.0187,TRUE
Hydrobiidae,0.1903,0.1158,TRUE
Hydrobiidae,0.0506,0.0312,TRUE
Hydrobiidae,0.0265,0.0152,TRUE
Hydrobiidae,0.103,0.0661,TRUE
Hydrobiidae,0.134,0.0863,TRUE
Hydrobiidae,0.2469,0.157,TRUE
Hydrobiidae,0.0595,0.0305,TRUE
Hydrobiidae,0.0782,0.0489,TRUE
Hydrobiidae,0.1296,0.0817,TRUE
Hydrobiidae,0.214,0.1327,TRUE
Hydrobiidae,0.6413,0.3916,FALSE
Hydrobiidae,0.2247,0.1398,TRUE
Hydrobiidae,0.0227,0.0138,TRUE
Hydrobiidae,0.0052,0.0027,TRUE
Hydrobiidae,0.0165,0.0095,TRUE
Hydrobiidae,0.0181,0.0111,TRUE
Hydrobiidae,0.0045,0.002,TRUE
Hydrobiidae,0.4388,0.2854,TRUE
Hydrobiidae,0.129,0.0846,TRUE
Hydrobiidae,0.0592,0.0407,TRUE
Hydrobiidae,0.0234,0.0148,TRUE
Hydrobiidae,0.0307,0.0198,TRUE
Hydrobiidae,0.0027,0.0016,TRUE
Hydrobiidae,0.002,0.0016,FALSE
Hydrobiidae,0.008,0.0044,TRUE
Hydrobiidae,0.1202,0.0724,TRUE
Hydrobiidae,0.0789,0.0453,TRUE
Hydrobiidae,0.1631,0.1033,TRUE
Hydrobiidae,0.1115,0.0734,TRUE
Hydrobiidae,0.2975,0.1742,TRUE
Hydrobiidae,0.0227,0.0146,TRUE
Hydrobiidae,0.0181,0.0108,TRUE
Hydrobiidae,0.0333,0.0147,TRUE
Hydrobiidae,0.0073,0.0032,TRUE
Hydrobiidae,0.2994,0.1486,TRUE
Hydrobiidae,0.6081,0.3821,FALSE
Hydrobiidae,0.6081,0.3821,FALSE
Hydrobiidae,0.0034,0.0017,TRUE
Hydrobiidae,0.0025,0.0016,FALSE
Hydrobiidae,0.0027,0.0015,FALSE
Hydrobiidae,0.0325,0.0195,TRUE
Hydrobiidae,0.079,0.0463,TRUE
Hydrobiidae,0.907,0.4296,FALSE
Hydrobiidae,0.2888,0.1536,TRUE
Hydrobiidae,0.3571,0.2034,TRUE
Hydrobiidae,0.044,0.0209,TRUE
Hydrobiidae,0.066,0.0299,TRUE
Hydrobiidae,0.2075,0.1248,TRUE
Hydrobiidae,0.1654,0.1086,TRUE
Hydrobiidae,1.1439,0.7069,FALSE
Hydrobiidae,0.8326,0.5277,FALSE
Hydrobiidae,0.0018,0.0012,FALSE
Hydrobiidae,0.1467,0.0821,TRUE
Hydrobiidae,0.1534,0.0859,TRUE
Hydrobiidae,0.0495,0.0269,TRUE
Hydrobiidae,1.6096,0.749,FALSE
Hydrobiidae,1.2144,0.5227,FALSE
Hydrobiidae,0.5295,0.2443,FALSE
Hydrobiidae,0.2468,0.1383,TRUE
Hydrobiidae,0.0551,0.0278,TRUE
Hydrobiidae,0.1353,0.0748,TRUE
Hydrobiidae,0.0422,0.024,TRUE
Hydrobiidae,0.0296,0.0161,TRUE
Hydrobiidae,0.0432,0.0222,TRUE
Hydrobiidae,1.7717,0.939,FALSE
Hydrobiidae,0.5163,0.3067,TRUE
Hydrobiidae,0.002,0.0017,FALSE
Hydrobiidae,0.0243,0.0125,TRUE
Hydrobiidae,0.0424,0.0214,TRUE
Hydrobiidae,0.3447,0.1904,TRUE
Hydrobiidae,0.0124,0.0078,TRUE
Hydrobiidae,0.0269,0.011,TRUE
Hydrobiidae,0.056,0.0249,TRUE
Hydrobiidae,0.118,0.0648,TRUE
Hydrobiidae,0.1097,0.0591,TRUE
Hydrobiidae,0.1665,0.0941,TRUE
Hydrobiidae,0.01,0.0044,TRUE
Hydrobiidae,0.007,0.0029,TRUE
Hydrobiidae,0.1364,0.0802,TRUE
Hydrobiidae,0.2727,0.122,TRUE
Hydrobiidae,0.0153,0.0096,TRUE
Hydrobiidae,0.0365,0.0209,TRUE
Hydrobiidae,0.0183,0.0102,TRUE
Hydrobiidae,0.017,0.0114,TRUE
Hydrobiidae,0.0957,0.042,TRUE
Hydrobiidae,0.039,0.0154,TRUE
Hydrobiidae,0.0132,0.007,TRUE
Hydrobiidae,0.029,0.0141,TRUE
Hydrobiidae,0.1294,0.0635,TRUE
Salinator,0.0222,0.0084,TRUE
Salinator,0.366,0.1445,TRUE
Salinator,0.0079,0.0036,TRUE
Salinator,0.8767,0.3623,FALSE
Salinator,0.9316,0.3961,FALSE
Salinator,0.0132,0.0036,TRUE
Salinator,0.0073,0.003,TRUE
Salinator,0.0068,0.0019,TRUE
Salinator,0.0161,0.0045,TRUE
Salinator,0.5356,0.201,TRUE
Salinator,0.2582,0.1182,TRUE
Salinator,0.4869,0.1759,TRUE
Salinator,0.1766,0.0659,TRUE
Salinator,0.1799,0.0784,TRUE
Salinator,0.6032,0.2449,TRUE
Salinator,0.0034,0.002,FALSE
Salinator,0.0053,0.0017,FALSE
Salinator,0.0197,0.0096,TRUE
Salinator,0.3776,0.1564,TRUE
Salinator,0.0113,0.0057,TRUE
Salinator,0.0075,0.0034,TRUE
Salinator,0.0255,0.01,TRUE
Salinator,0.0525,0.0234,TRUE
Salinator,0.0412,0.0171,TRUE
Salinator,0.0213,0.0081,TRUE
Salinator,0.0617,0.0264,TRUE
Salinator,0.0257,0.0068,TRUE
Salinator,0.1159,0.033,TRUE
Salinator,0.2942,0.0719,FALSE
Salinator,0.0451,0.0197,TRUE
Salinator,0.0125,0.0047,TRUE
Salinator,0.3727,0.1409,TRUE
Salinator,0.0136,0.0065,TRUE
Salinator,2.06,0.8702,FALSE
Salinator,0.1565,0.0667,TRUE
Salinator,0.1068,0.0381,TRUE
Salinator,0.4485,0.1816,TRUE
Salinator,0.6782,0.2793,TRUE
Salinator,0.3252,0.1431,TRUE
Salinator,0.6694,0.2823,TRUE
Salinator,0.0861,0.0354,TRUE
Salinator,0.3865,0.1668,TRUE
Salinator,0.049,0.0221,TRUE
Salinator,0.0056,0.0031,TRUE
Salinator,0.013,0.0051,TRUE
Salinator,0.1292,0.0402,TRUE
Salinator,0.0481,0.0199,TRUE
Salinator,0.0218,0.0087,TRUE
Salinator,0.3965,0.1446,TRUE
Salinator,0.7639,0.2498,FALSE
Salinator,0.1142,0.0384,TRUE
Salinator,0.0026,0.0013,FALSE
Salinator,0.264,0.0999,TRUE
Salinator,0.0416,0.0187,TRUE
Salinator,0.094,0.0304,TRUE
Salinator,0.3059,0.1362,TRUE
Salinator,0.2004,0.0821,TRUE
Salinator,0.3224,0.1068,TRUE
Salinator,0.7958,0.2859,FALSE
Salinator,0.2815,0.1019,TRUE
Salinator,0.7513,0.2428,FALSE
Salinator,0.0149,0.0063,TRUE
Salinator,0.2062,0.0769,TRUE
Salinator,0.935,0.3415,FALSE
Salinator,0.854,0.3432,TRUE
Salinator,0.1496,0.0848,TRUE
Salinator,0.1852,0.0682,TRUE
Salinator,0.2165,0.0774,TRUE
Salinator,0.4385,0.1717,TRUE
Salinator,0.2218,0.0844,TRUE
Salinator,0.279,0.1061,TRUE
Phyllodoce,0.23,0.0122,TRUE
Phyllodoce,0.1301,0.0045,TRUE
Phyllodoce,0.1456,0.0099,TRUE
Phyllodoce,0.1581,0.0108,TRUE
Phyllodoce,0.3147,0.0197,TRUE
Phyllodoce,0.0602,0.0032,TRUE
Phyllodoce,0.1571,0.013,TRUE
Phyllodoce,0.2287,0.0099,TRUE
Phyllodoce,0.24,0.0129,TRUE
Phyllodoce,0.1843,0.0156,TRUE
Phyllodoce,0.189,0.0112,TRUE
Phyllodoce,0.1557,0.0074,TRUE
Phyllodoce,0.2137,0.0081,TRUE
Phyllodoce,0.802,0.0448,FALSE
Phyllodoce,1.0145,0.109,FALSE
Phyllodoce,0.0757,0.0036,TRUE
Phyllodoce,0.0373,0.0011,FALSE
Phyllodoce,0.1703,0.0053,TRUE
Phyllodoce,0.111,0.0056,TRUE
Phyllodoce,0.0341,0.0024,TRUE
Phyllodoce,0.0535,0.0022,TRUE
Phyllodoce,0.5191,0.0354,TRUE
Phyllodoce,0.0102,0.0019,FALSE
Phyllodoce,0.2867,0.0185,TRUE
Phyllodoce,0.6573,0.0513,TRUE
Nephtys,0.1104,0.0061,TRUE
Nephtys,0.0957,0.0073,TRUE
Nephtys,0.1328,0.0076,TRUE
Nephtys,0.6461,0.0396,TRUE
Nephtys,0.2462,0.0145,TRUE
Nephtys,0.3121,0.0278,TRUE
Nephtys,0.1525,0.011,TRUE
Nephtys,0.8565,0.0769,FALSE
Nephtys,0.2457,0.0157,TRUE
Nephtys,0.0173,0.0011,FALSE
Nephtys,0.1303,0.0077,TRUE
Nephtys,0.3828,0.0316,TRUE
Nephtys,0.282,0.0148,TRUE
Nephtys,0.1374,0.0088,TRUE
Nephtys,0.3615,0.0285,TRUE
Nephtys,0.5936,0.0638,FALSE
Nephtys,0.023,0.0023,FALSE
Nephtys,0.0394,0.002,FALSE
Nephtys,0.1772,0.0135,TRUE
Nephtys,0.5949,0.037,TRUE
Nephtys,0.5946,0.0565,FALSE
Nephtys,0.616,0.0415,TRUE
Nephtys,0.4803,0.0293,TRUE
Nephtys,0.3309,0.0199,TRUE
Nephtys,0.0997,0.0083,TRUE
Nephtys,1.2687,0.0975,FALSE
Nephtys,0.2251,0.0174,TRUE
Nephtys,0.0879,0.0057,TRUE
Nephtys,0.1893,0.0148,TRUE
Nephtys,0.1453,0.0106,TRUE
Nephtys,0.0892,0.0075,TRUE
Nephtys,0.0892,0.0075,TRUE
Nephtys,0.1297,0.0112,TRUE
Nephtys,0.1618,0.0097,TRUE
Nephtys,0.2677,0.0221,TRUE
Nephtys,0.5897,0.0399,TRUE
Nephtys,0.1051,0.0044,TRUE
Nephtys,1.5692,0.1098,FALSE
Nephtys,0.6142,0.0296,FALSE
Nephtys,0.0767,0.0076,TRUE
Nephtys,0.167,0.014,TRUE
Nephtys,0.9865,0.0709,FALSE
Nephtys,0.3386,0.0151,TRUE
Nephtys,0.373,0.0278,TRUE
Nephtys,0.2395,0.0165,TRUE
Capitella,0.0052,0.0018,TRUE
Capitella,0.0252,0.001,TRUE
Capitella,0.0295,0.001,TRUE
Capitella,0.0194,0.0015,TRUE
Capitella,0.1212,0.0074,TRUE
Capitella,0.0312,0.0016,TRUE
Capitella,0.0907,0.0098,TRUE
Capitella,0.2818,0.0137,TRUE
Capitella,0.2619,0.0141,TRUE
Capitella,0.1671,0.0111,TRUE
Capitella,0.0593,0.0036,TRUE
Capitella,0.2022,0.0098,TRUE
Capitella,0.2399,0.0118,TRUE
Capitella,0.4026,0.0154,TRUE
Capitella,0.2582,0.0121,TRUE
Capitella,0.4511,0.0254,FALSE
Capitella,0.1702,0.0055,TRUE
Capitella,0.1534,0.0088,TRUE
Capitella,0.1438,0.0068,TRUE
Capitella,0.249,0.0134,TRUE
Capitella,0.3416,0.0348,FALSE
Capitella,0.7215,0.0361,FALSE
Capitella,0.0154,0.001,TRUE
Capitella,0.4005,0.0169,TRUE
Capitella,0.1483,0.0042,TRUE
Capitella,0.1167,0.0041,TRUE
Capitella,0.0535,0.0037,TRUE
Capitella,0.1834,0.0038,TRUE
Capitella,0.0648,0.0032,TRUE
Capitella,0.0274,0.0014,TRUE
Capitella,0.0973,0.004,TRUE
Capitella,0.0341,0.0018,TRUE
Capitella,0.0791,0.004,TRUE
Capitella,0.054,0.0016,TRUE
Capitella,0.0787,0.0019,TRUE
Capitella,0.0638,0.0027,TRUE
Capitella,0.0719,0.0055,TRUE
Capitella,0.1003,0.0086,TRUE
Capitella,0.2808,0.0181,TRUE
Capitella,0.1583,0.0127,TRUE
Capitella,0.147,0.008,TRUE
Capitella,0.0924,0.0032,TRUE
Capitella,0.0527,0.002,TRUE
Capitella,0.0315,0.0034,TRUE
Capitella,0.0258,0.0023,TRUE
Capitella,0.0443,0.0018,TRUE
Capitella,0.2627,0.0098,TRUE
Capitella,0.3015,0.0175,TRUE
Capitella,0.796,0.0252,FALSE
Capitella,0.1851,0.0138,TRUE
Capitella,0.0346,0.0022,TRUE
Capitella,0.3185,0.0213,TRUE
Capitella,0.1708,0.0105,TRUE
Capitella,0.1485,0.0075,TRUE
Capitella,0.1093,0.0102,TRUE
Capitella,0.5869,0.0261,FALSE
Capitella,0.275,0.0322,FALSE
Capitella,0.7694,0.0346,FALSE
Capitella,0.151,0.0113,TRUE
Capitella,0.1006,0.0048,TRUE
Capitella,0.0186,0.0019,TRUE
Capitella,0.0196,0.0012,TRUE
Capitella,0.0125,0.001,TRUE
Capitella,0.1635,0.0083,TRUE
Capitella,0.1001,0.0058,TRUE
Capitella,0.1193,0.0154,TRUE
Capitella,0.1418,0.0157,TRUE
Capitella,0.0357,0.0017,TRUE
Capitella,0.0858,0.0096,TRUE
Capitella,0.1636,0.0054,TRUE
Capitella,0.0665,0.0024,TRUE
Capitella,0.0329,0.0022,TRUE
Capitella,0.2088,0.0067,TRUE
Capitella,0.0237,0.0026,TRUE
Capitella,0.0193,0.003,TRUE
Capitella,0.0163,0.0023,TRUE
Capitella,0.0444,0.0051,TRUE
Capitella,0.0242,0.0014,TRUE
Capitella,0.0026,0.002,FALSE
Capitella,0.0175,0.0014,TRUE
Capitella,0.0379,0.0015,TRUE
Capitella,0.0021,0.0016,FALSE
Capitella,0.0494,0.0047,TRUE
Capitella,0.012,0.001,TRUE
Capitella,0.0336,0.0011,TRUE
Capitella,0.0288,0.0038,TRUE
Capitella,0.0965,0.005,TRUE
Capitella,0.1324,0.0095,TRUE
Capitella,0.098,0.0067,TRUE
Capitella,0.043,0.0029,TRUE
Capitella,0.1239,0.0078,TRUE
Capitella,0.049,0.0033,TRUE
Capitella,0.0394,0.002,TRUE
Capitella,0.0206,0.0024,TRUE
Capitella,0.3977,0.0321,FALSE
Capitella,0.3193,0.0173,TRUE
Capitella,0.0042,0.0019,FALSE
Capitella,0.0493,0.0028,TRUE
Capitella,0.0176,0.0028,TRUE
Capitella,0.0328,0.0017,TRUE
Capitella,0.5291,0.0148,FALSE
Capitella,0.4388,0.0144,FALSE
Capitella,0.0422,0.0032,TRUE
Capitella,0.1453,0.0049,TRUE
Capitella,0.0415,0.0045,TRUE
Capitella,0.0547,0.0024,TRUE
Capitella,0.0428,0.004,TRUE
Capitella,0.1025,0.0045,TRUE
Capitella,0.0236,0.0014,TRUE
Capitella,0.1042,0.0093,TRUE
Capitella,0.0887,0.0049,TRUE
Capitella,0.0341,0.0011,TRUE
Capitella,0.2209,0.0073,TRUE
Capitella,0.1768,0.0066,TRUE
Capitella,0.2086,0.0146,TRUE
Capitella,0.218,0.0178,TRUE
Soletellina,0.0482,0.0045,TRUE
Soletellina,3.9624,0.4797,FALSE
Soletellina,0.7017,0.1273,TRUE
Soletellina,3.0916,0.3562,FALSE
Soletellina,0.5483,0.1202,TRUE
Soletellina,0.0453,0.0057,TRUE
Soletellina,0.0216,0.0022,TRUE
Soletellina,0.0715,0.0052,TRUE
Soletellina,0.0161,0.0011,FALSE
Soletellina,0.0172,0.0058,TRUE
Soletellina,0.0157,0.003,TRUE
Soletellina,0.2349,0.0417,TRUE
Soletellina,0.1226,0.0118,TRUE
Soletellina,1.6241,0.238,TRUE
Soletellina,1.0929,0.1051,TRUE
Soletellina,0.3294,0.0359,TRUE
Soletellina,0.1595,0.0186,TRUE
Soletellina,2.2,0.332,TRUE
Soletellina,2.0391,0.3561,TRUE
Soletellina,0.1805,0.0276,TRUE
Soletellina,1.0084,0.1272,TRUE
Soletellina,1.6575,0.4554,FALSE
Soletellina,1.6231,0.2605,TRUE
Soletellina,1.5227,0.2029,TRUE
Soletellina,2.1026,0.2915,TRUE
Soletellina,1.2017,0.2097,TRUE
Soletellina,0.0074,0.0023,FALSE
Soletellina,0.4661,0.0453,TRUE
Soletellina,0.2153,0.0382,TRUE
