taxa_clean,wm_g,dm_g,keep_data
Simplisetia,0.399,0.0211,TRUE
Simplisetia,0.6101,0.0479,TRUE
Simplisetia,0.4232,0.0236,TRUE
Simplisetia,1.1673,0.0802,FALSE
Simplisetia,0.005,0.0045,FALSE
Simplisetia,0.0861,0.0097,TRUE
Simplisetia,0.4013,0.0233,TRUE
Simplisetia,0.16,0.0145,TRUE
Simplisetia,0.4238,0.0599,TRUE
Simplisetia,0.6435,0.0928,TRUE
Simplisetia,0.4882,0.0443,TRUE
Simplisetia,0.2968,0.0376,TRUE
Simplisetia,0.3952,0.0328,TRUE
Simplisetia,0.364,0.0301,TRUE
Simplisetia,0.3807,0.0224,TRUE
Simplisetia,0.0422,0.001,FALSE
Simplisetia,0.1789,0.0242,TRUE
Simplisetia,0.3564,0.0514,TRUE
Simplisetia,0.9387,0.1326,FALSE
Simplisetia,0.8502,0.1182,FALSE
Simplisetia,0.2977,0.0195,TRUE
Simplisetia,0.0756,0.0048,TRUE
Simplisetia,0.3072,0.0218,TRUE
Simplisetia,0.0656,0.0044,TRUE
Simplisetia,0.0108,0.0032,FALSE
Simplisetia,0.0382,0.0028,TRUE
Simplisetia,1.2297,0.1001,TRUE
Simplisetia,1.0456,0.0679,TRUE
Simplisetia,0.6384,0.0274,TRUE
Simplisetia,0.1622,0.0089,TRUE
Simplisetia,0.0366,0.0016,TRUE
Simplisetia,0.1268,0.0087,TRUE
Simplisetia,0.4289,0.0824,FALSE
Simplisetia,0.3353,0.0383,TRUE
Simplisetia,0.1751,0.0063,TRUE
Simplisetia,0.1582,0.0099,TRUE
Simplisetia,0.2329,0.0174,TRUE
Simplisetia,0.1959,0.0135,TRUE
Simplisetia,0.2346,0.0137,TRUE
Simplisetia,0.0896,0.0074,TRUE
Simplisetia,0.3249,0.0209,TRUE
Simplisetia,0.2481,0.0273,TRUE
Simplisetia,0.069,0.0043,TRUE
Simplisetia,0.2086,0.0064,TRUE
Simplisetia,0.473,0.0753,TRUE
Simplisetia,1.05,0.113,TRUE
Simplisetia,0.4396,0.0463,TRUE
Simplisetia,0.4549,0.049,TRUE
Chironomidae,0.0854,0.0307,TRUE
Chironomidae,0.0393,0.0066,TRUE
Chironomidae,0.047,0.008,TRUE
Chironomidae,0.0389,0.0069,TRUE
Chironomidae,0.0254,0.0048,TRUE
Chironomidae,0.0052,0.0013,TRUE
Chironomidae,0.0058,0.0031,TRUE
Chironomidae,0.0039,0.0027,TRUE
Chironomidae,0.082,0.015,TRUE
Chironomidae,0.1729,0.0309,FALSE
Chironomidae,0.0343,0.0061,TRUE
Chironomidae,0.035,0.0073,TRUE
Chironomidae,0.1329,0.0274,FALSE
Chironomidae,0.03,0.0051,TRUE
Chironomidae,0.0278,0.0046,TRUE
Chironomidae,0.0084,0.0012,TRUE
Chironomidae,0.0581,0.0091,TRUE
Chironomidae,0.0125,0.0024,TRUE
Chironomidae,0.007,0.001,FALSE
Chironomidae,0.007,0.0011,TRUE
Chironomidae,0.0056,0.0012,TRUE
Chironomidae,0.0585,0.0108,TRUE
Chironomidae,0.0042,0.001,FALSE
Chironomidae,0.0529,0.0093,TRUE
Chironomidae,0.0174,0.002,TRUE
Chironomidae,0.03,0.0055,TRUE
Chironomidae,0.0127,0.0017,TRUE
Chironomidae,0.0311,0.0064,TRUE
Chironomidae,0.0022,0.0011,FALSE
Chironomidae,0.0035,0.0014,TRUE
Chironomidae,0.0056,0.002,TRUE
Chironomidae,0.0857,0.0175,TRUE
Chironomidae,0.0541,0.0131,TRUE
Chironomidae,0.0791,0.0166,TRUE
Chironomidae,0.057,0.0103,TRUE
Chironomidae,0.0566,0.0098,TRUE
Chironomidae,0.0753,0.0181,TRUE
Chironomidae,0.13,0.029,TRUE
Chironomidae,0.105,0.0181,TRUE
Chironomidae,0.0163,0.0033,TRUE
Chironomidae,0.0131,0.0013,TRUE
Chironomidae,0.0241,0.0046,TRUE
Chironomidae,0.0612,0.0045,TRUE
Chironomidae,0.0302,0.0017,TRUE
Chironomidae,0.0082,0.0015,TRUE
Chironomidae,0.0479,0.0081,TRUE
Chironomidae,0.0033,0.0024,TRUE
Chironomidae,0.0016,0.0011,FALSE
Chironomidae,0.0401,0.0071,TRUE
Chironomidae,0.0265,0.0053,TRUE
Chironomidae,0.0285,0.0043,TRUE
Chironomidae,0.017,0.0045,TRUE
Chironomidae,0.0071,0.0012,TRUE
Chironomidae,0.0489,0.0115,TRUE
Chironomidae,0.0049,0.0014,TRUE
Chironomidae,0.0064,0.0012,TRUE
Chironomidae,0.0069,0.0011,TRUE
Chironomidae,0.0392,0.0069,TRUE
Chironomidae,0.0083,0.0024,TRUE
Chironomidae,0.0131,0.0024,TRUE
Chironomidae,0.0052,0.0012,TRUE
Chironomidae,0.0206,0.0056,TRUE
Chironomidae,0.0045,0.0013,TRUE
Chironomidae,0.0053,0.0014,TRUE
Chironomidae,0.0036,0.0011,TRUE
Chironomidae,0.0059,0.0012,TRUE
Chironomidae,0.0291,0.0048,TRUE
Chironomidae,0.013,0.0026,TRUE
Chironomidae,0.0148,0.0031,TRUE
Chironomidae,0.0234,0.0042,TRUE
Chironomidae,0.0481,0.0102,TRUE
Chironomidae,0.0089,0.0015,TRUE
Chironomidae,0.0316,0.009,TRUE
Chironomidae,0.0247,0.0058,TRUE
Chironomidae,0.0987,0.0187,TRUE
Chironomidae,0.0773,0.0167,TRUE
Chironomidae,0.0093,0.0025,TRUE
Chironomidae,0.0117,0.0035,TRUE
Chironomidae,0.0148,0.0033,TRUE
Chironomidae,0.0054,0.0019,TRUE
Chironomidae,0.0029,0.0022,TRUE
Chironomidae,0.1065,0.0151,TRUE
Chironomidae,0.0045,0.0012,TRUE
Chironomidae,0.0051,0.0013,TRUE
Chironomidae,0.0076,0.0022,TRUE
Chironomidae,0.0742,0.0099,TRUE
Chironomidae,0.1826,0.0184,FALSE
Chironomidae,0.0351,0.0125,TRUE
Chironomidae,0.0854,0.0248,TRUE
Chironomidae,0.0055,0.0015,TRUE
Chironomidae,0.0037,0.0018,TRUE
Chironomidae,0.0081,0.0015,TRUE
Chironomidae,0.0028,0.0023,FALSE
Chironomidae,0.0053,0.0014,TRUE
Chironomidae,0.0145,0.0048,TRUE
Chironomidae,0.0188,0.0026,TRUE
Chironomidae,0.0206,0.0049,TRUE
Chironomidae,0.1688,0.023,FALSE
Chironomidae,0.0386,0.01,TRUE
Chironomidae,0.1906,0.0352,FALSE
Chironomidae,0.1941,0.0393,FALSE
Chironomidae,0.0701,0.0043,TRUE
Chironomidae,0.1387,0.0258,FALSE
Chironomidae,0.012,0.0025,TRUE
Chironomidae,0.0391,0.0168,TRUE
Chironomidae,0.0797,0.0778,FALSE
Chironomidae,0.0186,0.0035,TRUE
Chironomidae,0.0133,0.0032,TRUE
Chironomidae,0.1832,0.0691,FALSE
Chironomidae,0.1204,0.0444,FALSE
Chironomidae,0.0549,0.0128,TRUE
Chironomidae,0.0849,0.0211,TRUE
Chironomidae,0.0039,0.0011,TRUE
Chironomidae,0.154,0.0286,FALSE
Chironomidae,0.0052,0.0012,TRUE
Chironomidae,0.0671,0.0115,TRUE
Chironomidae,0.0424,0.0078,TRUE
Chironomidae,0.0688,0.0341,FALSE
Chironomidae,0.0484,0.0092,TRUE
Chironomidae,0.0425,0.0048,TRUE
Chironomidae,0.0393,0.0078,TRUE
Chironomidae,0.2673,0.0515,FALSE
Chironomidae,0.0116,0.0025,TRUE
Chironomidae,0.0128,0.0021,TRUE
Chironomidae,0.0479,0.0099,TRUE
Chironomidae,0.0203,0.0048,TRUE
Chironomidae,0.0106,0.0055,TRUE
Chironomidae,0.011,0.0036,TRUE
Chironomidae,0.0099,0.002,TRUE
Chironomidae,0.234,0.0511,FALSE
Chironomidae,0.054,0.0151,TRUE
Chironomidae,0.0266,0.0045,TRUE
Chironomidae,0.0046,0.001,FALSE
Chironomidae,0.0041,0.0011,TRUE
Chironomidae,0.012,0.0046,TRUE
Chironomidae,0.0146,0.0018,TRUE
Chironomidae,0.0021,0.0013,FALSE
Amphipoda,0.0302,0.0053,TRUE
Amphipoda,0.0173,0.0025,TRUE
Amphipoda,0.0188,0.0039,TRUE
Amphipoda,0.0143,0.0026,TRUE
Amphipoda,0.2021,0.0297,TRUE
Amphipoda,0.1501,0.0192,TRUE
Amphipoda,0.1235,0.0232,TRUE
Amphipoda,0.1107,0.0142,TRUE
Amphipoda,0.1868,0.0243,TRUE
Amphipoda,0.1079,0.0157,TRUE
Amphipoda,0.0513,0.0098,TRUE
Amphipoda,0.092,0.0146,TRUE
Amphipoda,0.0464,0.0075,TRUE
Amphipoda,0.1298,0.0183,TRUE
Amphipoda,0.0504,0.0097,TRUE
Amphipoda,0.0267,0.0024,TRUE
Amphipoda,0.1276,0.0193,TRUE
Amphipoda,0.0747,0.0127,TRUE
Amphipoda,0.2432,0.0291,TRUE
Amphipoda,0.1279,0.0178,TRUE
Amphipoda,0.0289,0.0038,TRUE
Amphipoda,0.0925,0.0135,TRUE
Amphipoda,0.0417,0.0066,TRUE
Amphipoda,0.122,0.0186,TRUE
Amphipoda,0.076,0.0109,TRUE
Amphipoda,0.786,0.1036,FALSE
Amphipoda,0.5043,0.0633,FALSE
Amphipoda,0.8211,0.09,FALSE
Amphipoda,0.3296,0.0402,TRUE
Amphipoda,0.2255,0.0323,TRUE
Amphipoda,0.903,0.0965,FALSE
Amphipoda,0.2606,0.0328,TRUE
Amphipoda,0.0898,0.018,TRUE
Amphipoda,0.0468,0.0083,TRUE
Amphipoda,0.2544,0.0362,TRUE
Amphipoda,0.4204,0.053900000000000003,TRUE
Amphipoda,0.1843,0.0309,TRUE
Amphipoda,0.6448,0.0807,FALSE
Amphipoda,0.7547,0.1139,FALSE
Amphipoda,0.901,0.1166,FALSE
Amphipoda,0.8385,0.1094,FALSE
Amphipoda,0.0095,0.0012,FALSE
Amphipoda,0.1887,0.0272,TRUE
Amphipoda,0.2477,0.0336,TRUE
Amphipoda,0.2079,0.0333,TRUE
Amphipoda,0.284,0.0457,TRUE
Amphipoda,0.17,0.0301,TRUE
Amphipoda,0.0536,0.0065,TRUE
Amphipoda,0.0704,0.0072,TRUE
Amphipoda,0.0129,0.0018,TRUE
Amphipoda,0.0156,0.002,TRUE
Amphipoda,0.0416,0.0061,TRUE
Amphipoda,0.0175,0.002,TRUE
Amphipoda,0.0187,0.0023,TRUE
Amphipoda,0.0118,0.0017,TRUE
Amphipoda,0.0146,0.0015,TRUE
Amphipoda,0.0224,0.0036,TRUE
Amphipoda,0.0272,0.0035,TRUE
Amphipoda,0.0153,0.0019,TRUE
Amphipoda,0.3487,0.0423,TRUE
Amphipoda,0.0325,0.0045,TRUE
