taxa_clean,n,mean_wm_wm_shell_on,lower_ci_mean_wm_wm_shell_on,upper_ci_mean_wm_wm_shell_on,sd_wm_wm_shell_on,geom_mean,min_wm_wm_shell_on,median_wm_wm_shell_on,max_wm_wm_shell_on,range_wm_shell_on
Hiatula alba,34,0.6049254942158223,0.5752392622745147,0.63461172615713,0.08508119383815804,0.5978306088717935,0.3161932965405842,0.6136742811883673,0.7799352750809061,0.024-3.460
Spisula,22,0.21464144105434152,0.1926624919344696,0.23662039017421346,0.049571899897456174,0.20914646794915479,0.12247034193998603,0.21725735640796232,0.3379131819992035,0.211-8.373
