taxa_clean,n,r2,p,slope,slope_se,slope_ci_lower,slope_ci_upper,intercept,intercept_se,intercept_ci_lower,intercept_ci_upper,a,a_ci_lower,a_ci_upper,sf,mean_wm_wm_shell_on,lower_ci_mean_wm_wm_shell_on,upper_ci_mean_wm_wm_shell_on,sd_wm_wm_shell_on,geom_mean,min_wm_wm_shell_on,median_wm_wm_shell_on,max_wm_wm_shell_on,range_wm_shell_on,ols_total_PE,ols_MPE,ols_MAPE,ratio_total_PE,ratio_MPE,ratio_MAPE
Arthritica - flesh,7,0.987354549013591,3.885107456988106e-6,1.1221904753977776,0.05179150451353066,0.9890561746550195,1.2553247761405357,-1.4924132387884612,0.10895298198468449,-1.7724857952167017,-1.2123406823602207,0.22482943323143592,0.16991010171967091,0.29750011056179954,1.002252166283735,0.17642546603178577,0.15898989310535105,0.1938610389582205,0.01885241182991186,0.1755860008990913,0.15593561368209255,0.16765578635014836,0.2051133062173155,0.067-0.340,0.4588260171001941,0.4464650340856859,5.598516053352321,-3.6963618735765293,0.9450806204816915,8.925737887278762
Arthritica - flesh_outliers_removed,5,0.9870677002524374,4.065957659510126e-4,1.2231872565983524,0.06989035940626091,1.000764940530947,1.4456095726657578,-1.274827277433884,0.14839634836445506,-1.747090688003938,-0.80256386686383,0.27947923642367467,0.17428024220213104,0.44817842002634745,1.0014197480985707,0.17689776971885607,0.1490405085172969,0.20475503092041525,0.022435426364828565,0.1757886853008747,0.15593561368209255,0.1633416458852868,0.2051133062173155,0.080-0.253,0.21215813111011314,0.28280890185259144,4.412691296782193,-4.320660278428389,1.248267942784794,10.83121433401657
