taxa_clean,n,r2,p,slope,slope_se,slope_ci_lower,slope_ci_upper,intercept,intercept_se,intercept_ci_lower,intercept_ci_upper,a,a_ci_lower,a_ci_upper,sf,mean_wm_wm_shell_on,lower_ci_mean_wm_wm_shell_on,upper_ci_mean_wm_wm_shell_on,sd_wm_wm_shell_on,geom_mean,min_wm_wm_shell_on,median_wm_wm_shell_on,max_wm_wm_shell_on,range_wm_shell_on,ols_total_PE,ols_MPE,ols_MAPE,ratio_total_PE,ratio_MPE,ratio_MAPE
Hiatula alba,39,0.9903701127235128,3.977160287836437e-39,1.007992343595312,0.01612210394527592,0.975325858093222,1.040658829097402,-0.5186917035414519,0.02959459638771491,-0.5786560516886283,-0.45872735539427545,0.595298866122062,0.5606513468996759,0.632087556671163,1.012972909966822,0.6000306072537717,0.5710430578747921,0.6290181566327512,0.08942289553946448,0.592291724548569,0.3161932965405842,0.6098233995584988,0.7799352750809061,0.016-6.315,1.1973799698305316,2.9248709449401047,11.53745839533035,-0.08053035912183405,2.943806275250776,11.744246007589608
Hiatula alba_outliers_removed,34,0.9896956577094868,1.3884350747059027e-33,1.0177483239925853,0.01807483044052498,0.9809310991908924,1.0545655487942782,-0.5005536704708025,0.031673778719341766,-0.5650710464576068,-0.4360362944839982,0.6061949345458462,0.5683197682168616,0.646594257704619,1.0115688206592333,0.6049254942158223,0.5752392622745147,0.63461172615713,0.08508119383815804,0.5978306088717935,0.3161932965405842,0.6136742811883673,0.7799352750809061,0.024-3.460,-0.3480967244999082,2.639470014746886,10.519538763131191,-2.7997607431027083,2.7182459724541808,10.564003343760792
Spisula,26,0.9532053719962268,1.1120311652530831e-17,0.9676556550139034,0.04283804130256419,0.8792422831865792,1.0560690268412276,-1.541017552526843,0.0641900855587926,-1.673499377782415,-1.408535727271271,0.21416306834438348,0.18758946929971249,0.2445010373658078,1.0478311187719884,0.22077905771313175,0.18845735136477199,0.2531007640614915,0.08002229973436378,0.21037194024561287,0.12247034193998603,0.2099938410870854,0.5311025577352868,0.077-41.812,12.310658886615904,9.058635641693275,22.608824502519518,19.092839958487225,9.261340635954413,23.477269814935124
Spisula_outliers_removed,22,0.9521654931241433,6.9295638570494605e-15,0.9467744284014462,0.04625220584456682,0.8502940176542633,1.0432548391486292,-1.5406428943261852,0.05404786551734894,-1.6533847661981163,-1.427901022454254,0.21424332132699703,0.19140096346507787,0.23981175382953404,1.0238783795953954,0.21464144105434152,0.1926624919344696,0.23662039017421346,0.049571899897456174,0.20914646794915479,0.12247034193998603,0.21725735640796232,0.3379131819992035,0.211-8.373,2.0820954648813466,5.1110604800063895,18.155973929034445,6.415628719932162,5.434322580719335,19.37386526266349
