taxa_clean,n,mean_afdm_wm,lower_ci_mean_afdm_wm,upper_ci_mean_afdm_wm,sd_afdm_wm,geom_mean,min_afdm_wm,median_afdm_wm,max_afdm_wm,range_wm
Amphipoda,32,0.1236331164810238,0.09158107249516008,0.15568516046688752,0.08890048827415727,0.1069839016166875,0.045454545454545456,0.10102040816326531,0.5,0.002-0.256
Arthritica,43,0.06732399888940152,0.058046366961886475,0.07660163081691657,0.030146203164527985,0.06183480538213031,0.030056864337936633,0.0574712643678161,0.16666666666666666,0.006-1.231
Capitella,77,0.13734909653234847,0.12586240809668342,0.14883578496801353,0.050608358755314116,0.1296934945254773,0.0625,0.12820512820512822,0.3333333333333333,0.003-0.402
Chironomidae,41,0.1374451005151651,0.1253840284390516,0.14950617259127857,0.03821160918113183,0.13188928613957654,0.058823529411764705,0.13333333333333333,0.25,0.004-0.116
Hydrobiidae,16,0.11008227134146009,0.07002966927075621,0.15013487341216397,0.07516500149701645,0.09181843297987886,0.037037037037037035,0.07495788882650196,0.25,0.004-0.146
Salinator,14,0.18491347917967518,0.10881116332691881,0.26101579503243155,0.13180564873001516,0.14872447160302724,0.06214689265536723,0.1278409090909091,0.4468085106382979,0.004-0.291
Salinator (shell removed),15,0.15490797999905917,0.14124867475574343,0.16856728524237494,0.024665511971954646,0.15324264739816568,0.1276595744680851,0.1444082519001086,0.2123287671232877,0.096-1.271
Simplisetia,56,0.12653012114473394,0.11451795698018809,0.1385422853092798,0.0448546890291019,0.12006744370406233,0.058823529411764705,0.11205927851934713,0.25,0.004-0.935
Spisula,23,0.14701732447239105,0.13089449455873922,0.16314015438604287,0.03728404459345582,0.1429369938361543,0.09863013698630137,0.13636363636363635,0.25,0.006-0.464
