taxa_clean,n,mean_dm_wm_shell_on,lower_ci_mean_dm_wm_shell_on,upper_ci_mean_dm_wm_shell_on,sd_dm_wm_shell_on,geom_mean,min_dm_wm_shell_on,median_dm_wm_shell_on,max_dm_wm_shell_on,range_wm_shell_on
Arthritica - flesh,7,0.015176991281371366,0.010792786032202798,0.019561196530539938,0.004740471864785939,0.014664209726315951,0.01124859392575928,0.014084507042253521,0.02522255192878338,0.067-0.340
