taxa_clean,n,r2,p,slope,slope_se,slope_ci_lower,slope_ci_upper,intercept,intercept_se,intercept_ci_lower,intercept_ci_upper,a,a_ci_lower,a_ci_upper,sf,mean_dm_wm_shell_on,lower_ci_mean_dm_wm_shell_on,upper_ci_mean_dm_wm_shell_on,sd_dm_wm_shell_on,geom_mean,min_dm_wm_shell_on,median_dm_wm_shell_on,max_dm_wm_shell_on,range_wm_shell_on,ols_total_PE,ols_MPE,ols_MAPE,ratio_total_PE,ratio_MPE,ratio_MAPE
Arthritica - flesh,7,0.7740107567634029,0.005621563095733576,0.8137829236011997,0.17530147793389134,0.3631561286641386,1.264409718538261,-4.599095761770507,0.3687789908136383,-5.547072336920337,-3.6511191866206776,0.010060929109454917,0.0038988550849002783,0.0259620561270659,1.0265292054494324,0.015176991281371366,0.010792786032202798,0.019561196530539938,0.004740471864785939,0.014664209726315951,0.01124859392575928,0.014084507042253521,0.02522255192878338,0.067-0.340,-0.4552421371455964,5.225575923732171,18.221903362458363,6.432276438152072,6.471120727899356,19.670358383026294
Arthritica - flesh_outliers_removed,4,0.9228542372382138,0.026054677360097988,0.8191447043094033,0.13487189608029856,0.23883777247302096,1.3994516361457858,-4.647351385543998,0.27544819547285604,-5.832509315699846,-3.4621934553881504,0.009586960495345413,0.002930713659841136,0.03136089779043637,1.0036778037218343,0.013841125233496735,0.010828976677753763,0.016853273789239707,0.001892976827757944,0.013744071380358967,0.011621150493898896,0.013766937065430557,0.016209476309226933,0.080-0.253,-0.4210386268558737,0.7450896831109197,8.027503602009665,3.2958049833182317,1.4192011233913133,9.588658708845669
