taxa_clean,n,mean_dm_wm_shell_on,lower_ci_mean_dm_wm_shell_on,upper_ci_mean_dm_wm_shell_on,sd_dm_wm_shell_on,geom_mean,min_dm_wm_shell_on,median_dm_wm_shell_on,max_dm_wm_shell_on,range_wm_shell_on
Arthritica - flesh,4,0.013841125233496735,0.010828976677753763,0.016853273789239707,0.001892976827757944,0.013744071380358967,0.011621150493898896,0.013766937065430557,0.016209476309226933,0.080-0.253
