taxa_clean,n,r2,p,slope,slope_se,slope_ci_lower,slope_ci_upper,intercept,intercept_se,intercept_ci_lower,intercept_ci_upper,a,a_ci_lower,a_ci_upper,sf
Hiatula alba,38,0.9632963294301681,1.1990366807414423e-27,1.0610215730404502,0.03403099506265469,0.9920035161064849,1.1300396299744155,-2.479435959256344,0.0589568911593918,-2.599006076533164,-2.3598658419795244,0.083790473507057,0.07434743716567914,0.09443289127628249,1.0590388275264981
Spisula,26,0.8934010649702322,2.2343869537462683e-13,1.0502333359282539,0.07238274955556168,0.9008426832338485,1.1996239886226592,-3.556724442207999,0.11583052897835482,-3.795786904359039,-3.3176619800569593,0.028532130458826587,0.022465220879234252,0.03623745668452331,1.1485010413168026
