taxa_clean,n,r2,p,slope,slope_se,slope_ci_lower,slope_ci_upper,intercept,intercept_se,intercept_ci_lower,intercept_ci_upper,a,a_ci_lower,a_ci_upper,sf
Salinator (shell removed),11,0.8114114621578112,9.534464708886769e-5,1.0421862410813647,0.15706999373540367,0.6868692296921521,1.3975032524705773,-0.7353346137264297,0.13903060980086146,-1.0498437035356507,-0.4208255239172087,0.47934503670766626,0.34999244741854846,0.6565046357743112,1.006189616695909
Spisula,20,0.96345474225053,1.3467904158645842e-14,0.9608275530451494,0.04288796345983413,0.8707232853513316,1.0509318207389673,-2.141844145295282,0.04507073663523568,-2.2365342492621476,-2.047154041328416,0.11743807033815046,0.10682810311795592,0.1291017996408684,1.0140387760430494
