taxa_clean,n,mean_dm_wm_shell_on,lower_ci_mean_dm_wm_shell_on,upper_ci_mean_dm_wm_shell_on,sd_dm_wm_shell_on,geom_mean,min_dm_wm_shell_on,median_dm_wm_shell_on,max_dm_wm_shell_on,range_wm_shell_on
Salinator (shell removed),15,0.15543497158157032,0.146712143337338,0.16415779982580267,0.015751388570271776,0.15469611631873917,0.13114754098360656,0.15051020408163263,0.18085106382978725,0.198-2.558
Spisula,23,0.028503325301260537,0.024125985489667927,0.03288066511285315,0.010122598427831605,0.027183530746682227,0.016501650165016504,0.02680067001675042,0.06521739130434782,0.046-4.035
